AO,1,1000,20002,0,0,0.01625601345005092,1218380.0
AO,1,1000,20001,0,0,0.016302496242064667,1216654.0
AO,1,1000,20000,0,0,0.01551807001854353,1278735.5
AO,1,1000,20001,0,500,513.4868421052631,38.0
AO,1,1000,20002,0,500,550.6450715421304,35.5
AO,1,1000,20002,0,500,537.1225490196078,36.5
AO,1,1000,20001,0,1000,1028.1023391812864,18.5
AO,1,1000,20001,0,1000,1059.2987616099072,18.0
AO,1,1000,20001,0,1000,1031.626644736842,17.5
AO,1,1000,20001,0,1500,1562.823717948718,12.5
AO,1,1000,20001,0,1500,1562.9423076923076,12.5
AO,1,1000,20002,0,1500,1562.900641025641,12.5
AO,1,1000,20001,0,2000,2125.4166666666665,8.5
AO,1,1000,20001,0,2000,2000.3888888888887,9.0
AO,1,1000,20002,0,2000,2125.4166666666665,8.5
AO,1,1000,20001,500,0,994.9246031746031,19.5
AO,1,1000,20002,500,0,995.0277777777778,19.5
AO,1,1000,20001,500,0,995.0039682539682,19.5
AO,1,1000,20001,500,500,994.9007936507937,19.5
AO,1,1000,20002,500,500,994.8730158730159,19.5
AO,1,1000,20001,500,500,995.0039682539682,19.5
AO,1,1000,20001,500,1000,1094.314144736842,17.5
AO,1,1000,20001,500,1000,1094.251644736842,17.5
AO,1,1000,20001,500,1000,1094.1628289473683,17.5
AO,1,1000,20001,500,1500,1614.1468531468531,12.0
AO,1,1000,20001,500,1500,1613.8951048951049,12.0
AO,1,1000,20555,500,1500,1660.4685314685314,12.0
AO,1,1000,20001,500,2000,2187.7986111111113,8.5
AO,1,1000,20001,500,2000,2187.9166666666665,8.5
AO,1,1000,20001,500,2000,2187.9791666666665,8.5
AO,1,1000,20002,1000,0,2006.653409090909,9.5
AO,1,1000,20001,1000,0,2006.653409090909,9.5
AO,1,1000,20001,1000,0,2006.715909090909,9.5
AO,1,1000,20001,1000,500,2006.715909090909,9.5
AO,1,1000,20002,1000,500,2006.6704545454545,9.5
AO,1,1000,20002,1000,500,2006.6079545454545,9.5
AO,1,1000,20001,1000,1000,2006.5625,9.5
AO,1,1000,20000,1000,1000,2006.3295454545455,9.5
AO,1,1000,20001,1000,1000,2006.5,9.5
AO,1,1000,20002,1000,1500,2060.693181818182,9.5
AO,1,1000,20002,1000,1500,2060.414772727273,9.5
AO,1,1000,20002,1000,1500,2061.278409090909,9.5
AO,1,1000,20001,1000,2000,2500.5833333333335,7.5
AO,1,1000,20001,1000,2000,2500.5833333333335,7.5
AO,1,1000,20001,1000,2000,2500.4444444444443,7.5
AO,1,1000,20001,1500,0,3076.175,6.5
AO,1,1000,20001,1500,0,3076.1375,6.5
AO,1,1000,20001,1500,0,3076.175,6.5
AO,1,1000,20001,1500,500,3076.1125,6.5
AO,1,1000,20001,1500,500,3075.975,6.5
AO,1,1000,20002,1500,500,3076.1375,6.5
AO,1,1000,20002,1500,1000,3075.9125,6.5
AO,1,1000,20002,1500,1000,3075.975,6.5
AO,1,1000,20001,1500,1000,3076.2375,6.5
AO,1,1000,20000,1500,1500,3075.975,6.5
AO,1,1000,20001,1500,1500,3076.075,6.5
AO,1,1000,20001,1500,1500,3076.175,6.5
AO,1,1000,20002,1500,2000,3282.3125,6.0
AO,1,1000,20001,1500,2000,3282.1875,6.0
AO,1,1000,20002,1500,2000,3282.1875,6.0
AO,1,1000,20002,2000,0,4167.916666666667,4.5
AO,1,1000,20001,2000,0,4167.833333333333,4.5
AO,1,1000,20002,2000,0,4167.916666666667,4.5
AO,1,1000,20001,2000,500,4167.916666666667,4.5
AO,1,1000,20001,2000,500,4167.666666666667,4.5
AO,1,1000,20001,2000,500,4167.833333333333,4.5
AO,1,1000,20001,2000,1000,4167.416666666666,4.5
AO,1,1000,20001,2000,1000,4167.916666666667,4.5
AO,1,1000,20002,2000,1000,4167.75,4.5
AO,1,1000,20001,2000,1500,4167.833333333333,4.5
AO,1,1000,20001,2000,1500,4167.666666666667,4.5
AO,1,1000,20002,2000,1500,4167.666666666667,4.5
AO,1,1000,20002,2000,2000,4167.666666666667,4.5
AO,1,1000,20001,2000,2000,4167.75,4.5
AO,1,1000,20001,2000,2000,4167.916666666667,4.5
AO,3,1000,20001,0,0,0.04562233543950658,437041.3333333333
AO,3,1000,20000,0,0,0.04901630258478392,406915.6666666667
AO,3,1000,20001,0,0,0.04436790892767029,449458.0
AO,3,1000,20002,0,500,506.8517768780927,38.5
AO,3,1000,20003,0,500,539.9486493898258,36.333333333333336
AO,3,1000,20002,0,500,506.86909581646427,38.5
AO,3,1000,20001,0,1000,1018.7772904483431,18.666666666666668
AO,3,1000,20001,0,1000,1000.2368421052632,19.0
AO,3,1000,20002,0,1000,1000.298245614035,19.0
AO,3,1000,20002,0,1500,1500.2564102564102,13.0
AO,3,1000,20002,0,1500,1521.1068376068376,12.833333333333334
AO,3,1000,20001,0,1500,1500.320512820513,13.0
AO,3,1000,20002,0,2000,2041.9513888888887,8.833333333333334
AO,3,1000,20003,0,2000,2000.2453703703704,8.833333333333334
AO,3,1000,20002,0,2000,2042.0648148148148,8.833333333333334
AO,3,1000,20001,500,0,2829.452380952381,6.5
AO,3,1000,20002,500,0,2829.7579365079364,6.5
AO,3,1000,20002,500,0,2829.84126984127,6.5
AO,3,1000,20001,500,500,2829.964285714286,6.5
AO,3,1000,20002,500,500,2830.194444444445,6.5
AO,3,1000,20002,500,500,2830.0436507936506,6.5
AO,3,1000,20002,500,1000,2829.551587301587,6.5
AO,3,1000,20002,500,1000,2829.527777777778,6.5
AO,3,1000,20003,500,1000,2828.8849206349205,6.5
AO,3,1000,20002,500,1500,2829.996031746032,6.5
AO,3,1000,20002,500,1500,2820.055555555555,6.5
AO,3,1000,20001,500,1500,2829.547619047619,6.5
AO,3,1000,20002,500,2000,2864.799007936508,6.5
AO,3,1000,20001,500,2000,2864.265873015873,6.5
AO,3,1000,20002,500,2000,2865.3265873015876,6.5
AO,3,1000,20002,1000,0,5446.513888888889,3.1666666666666665
AO,3,1000,20002,1000,0,5447.180555555556,3.1666666666666665
AO,3,1000,20002,1000,0,5446.361111111111,3.1666666666666665
AO,3,1000,20001,1000,500,5446.347222222223,3.1666666666666665
AO,3,1000,20000,1000,500,5446.069444444444,3.1666666666666665
AO,3,1000,20001,1000,500,5446.208333333333,3.1666666666666665
AO,3,1000,20000,1000,1000,5446.736111111111,3.1666666666666665
AO,3,1000,20001,1000,1000,5447.069444444444,3.1666666666666665
AO,3,1000,20004,1000,1000,5446.513888888889,3.1666666666666665
AO,3,1000,20002,1000,1500,5446.5,3.1666666666666665
AO,3,1000,20003,1000,1500,5446.819444444444,3.1666666666666665
AO,3,1000,20002,1000,1500,5447.111111111111,3.1666666666666665
AO,3,1000,20001,1000,2000,5446.416666666667,3.1666666666666665
AO,3,1000,20001,1000,2000,5446.694444444444,3.1666666666666665
AO,3,1000,20002,1000,2000,5446.263888888889,3.1666666666666665
AO,3,1000,20003,1500,0,7960.944444444444,2.1666666666666665
AO,3,1000,20002,1500,0,7960.333333333333,2.1666666666666665
AO,3,1000,20003,1500,0,7961.194444444444,2.1666666666666665
AO,3,1000,20002,1500,500,7960.916666666667,2.1666666666666665
AO,3,1000,20001,1500,500,7961.11111111111,2.1666666666666665
AO,3,1000,20001,1500,500,7961.027777777777,2.1666666666666665
AO,3,1000,20002,1500,1000,7960.777777777777,2.1666666666666665
AO,3,1000,20002,1500,1000,7962.11111111111,2.1666666666666665
AO,3,1000,20002,1500,1000,7960.777777777777,2.1666666666666665
AO,3,1000,20003,1500,1500,7960.86111111111,2.1666666666666665
AO,3,1000,20002,1500,1500,7960.38888888889,2.1666666666666665
AO,3,1000,20002,1500,1500,7960.944444444444,2.1666666666666665
AO,3,1000,20001,1500,2000,7960.805555555556,2.1666666666666665
AO,3,1000,20001,1500,2000,7960.944444444444,2.1666666666666665
AO,3,1000,20001,1500,2000,7960.75,2.1666666666666665
AO,3,1000,20002,2000,0,9668.916666666666,1.5
AO,3,1000,20005,2000,0,9669.416666666666,1.5
AO,3,1000,20002,2000,0,9669.0,1.5
AO,3,1000,20002,2000,500,9668.666666666666,1.5
AO,3,1000,20003,2000,500,9669.5,1.5
AO,3,1000,20001,2000,500,9669.416666666666,1.5
AO,3,1000,20002,2000,1000,9669.25,1.5
AO,3,1000,20003,2000,1000,9669.333333333334,1.5
AO,3,1000,20003,2000,1000,9668.916666666666,1.5
AO,3,1000,20001,2000,1500,9668.583333333334,1.5
AO,3,1000,20002,2000,1500,9669.25,1.5
AO,3,1000,20002,2000,1500,9669.0,1.5
AO,3,1000,20002,2000,2000,9669.083333333334,1.5
AO,3,1000,20002,2000,2000,9669.083333333334,1.5
AO,3,1000,20001,2000,2000,9668.75,1.5
AO,5,1000,20001,0,0,0.07632347723615861,261534.4
AO,5,1000,20000,0,0,0.076852550951059,259719.9
AO,5,1000,20001,0,0,0.07559099880539213,264054.1
AO,5,1000,20002,0,500,500.2282051282051,39.0
AO,5,1000,20004,0,500,500.2589743589744,39.0
AO,5,1000,20002,0,500,522.8451186351186,37.3
AO,5,1000,20002,0,1000,1000.2368421052631,19.0
AO,5,1000,20003,0,1000,1000.278947368421,19.0
AO,5,1000,20003,0,1000,1000.2631578947369,19.0
AO,5,1000,20004,0,1500,1500.2230769230769,13.0
AO,5,1000,20003,0,1500,1592.3048951048952,12.3
AO,5,1000,20004,0,1500,1562.805769230769,12.5
AO,5,1000,20004,0,2000,2000.2555555555555,9.0
AO,5,1000,20004,0,2000,2000.3222222222223,9.0
AO,5,1000,20004,0,2000,2000.3222222222223,9.0
AO,5,1000,20002,500,0,4487.75,3.9
AO,5,1000,20002,500,0,4487.95,3.9
AO,5,1000,20002,500,0,4487.26,3.9
AO,5,1000,20003,500,500,4487.5216666666665,3.9
AO,5,1000,20003,500,500,4488.053333333333,3.9
AO,5,1000,20003,500,500,4487.555,3.9
AO,5,1000,20005,500,1000,4487.031666666667,3.9
AO,5,1000,20004,500,1000,4487.7,3.9
AO,5,1000,20002,500,1000,4487.721666666666,3.9
AO,5,1000,20002,500,1500,4487.226666666667,3.9
AO,5,1000,20002,500,1500,4442.366666666667,3.9
AO,5,1000,20004,500,1500,4488.875,3.9
AO,5,1000,20003,500,2000,4491.7,3.9
AO,5,1000,20003,500,2000,4492.236666666667,3.9
AO,5,1000,20004,500,2000,4492.215,3.9
AO,5,1000,20003,1000,0,7788.3,1.9
AO,5,1000,20003,1000,0,7786.983333333333,1.9
AO,5,1000,20003,1000,0,7787.3166666666675,1.9
AO,5,1000,20003,1000,500,7786.8,1.9
AO,5,1000,20004,1000,500,7786.85,1.9
AO,5,1000,20003,1000,500,7785.883333333333,1.9
AO,5,1000,20003,1000,1000,7786.55,1.9
AO,5,1000,20004,1000,1000,7786.6,1.9
AO,5,1000,20003,1000,1000,7786.466666666667,1.9
AO,5,1000,20002,1000,1500,7787.416666666667,1.9
AO,5,1000,20002,1000,1500,7786.7,1.9
AO,5,1000,20003,1000,1500,7787.4333333333325,1.9
AO,5,1000,20003,1000,2000,7786.283333333333,1.9
AO,5,1000,20004,1000,2000,7785.833333333333,1.9
AO,5,1000,20002,1000,2000,7786.133333333333,1.9
AO,5,1000,20004,1500,0,10053.35,1.3
AO,5,1000,20004,1500,0,10053.2,1.3
